标的状态.还清,性别.女,年龄,学历.高中及以下,学历.研究生及以上,婚姻.已婚,婚姻.未婚,公司性质.民企,公司性质.单位,公司性质.其他,公司性质.优企,公司性质.外企,公司规模.100.500人,公司规模.10人以下,公司规模.500人以上,工作时间.1.3年,工作时间.1年以内,工作时间.3.5年,工作时间.无,投资人次,标的类型.实地认证标,标的类型.信用认证标,借款性质.个人消费,借款性质.购车购房,借款性质.婚礼筹备,借款性质.教育培训,借款性质.其他借款,借款性质.投资创业,借款性质.医疗支出,借款性质.装修借款,标的总额,年利率,期限.12个月,期限.13个月,期限.14个月,期限.15个月,期限.16个月,期限.18个月,期限.20个月,期限.21个月,期限.23个月,期限.24个月,期限.30个月,期限.36个月,期限.3个月,期限.48个月,期限.6个月,期限.8个月,期限.9个月,收入.5000元以下,收入.5000.10000元,收入.20000.50000元,收入.50000元以上,房产.TRUE,房贷.TRUE,车产.TRUE,车贷.TRUE,借款总额,申请借款,成功借款,还清笔数,逾期次数
0,0,26.53878041,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,15.84902372,0,1,0,0,0,0,0,1,0,0,31551.21654,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,31551.21654,6.387804136,1,0,21.07756083
0,1,27.99379577,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,23.9534683,0,1,0,0,0,0,0,0,0,0,9987.591548,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9987.591548,1.996897887,1,0,7.006204226
0,0,26,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,11.61546627,0,1,0,0,0,0,0,0,0,1,9269.332843,12.65386657,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9269.332843,1,1,0,10.30773314
0,1,30.3582194,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,17.61458524,0,1,1,0,0,0,0,0,0,0,14076.39016,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14076.39016,1,1,0,14.33275601
0,1,40.20994652,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,29.69797504,0,1,0,0,0,0,0,0,0,1,20581.95365,12.81399643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20581.95365,1.186003565,1,0,20.83793939
0,1,28.94450102,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,13.98150034,0,1,0,0,0,0,0,1,0,0,6092.498303,11.03699932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6092.498303,1.981500339,1,0,4.129497624
0,0,25.51643849,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,17.48356151,0,1,0,0,0,0,0,1,0,0,26901.36908,12.74178076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,26901.36908,1.129109622,1,0,9.22534227
0,1,28,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,20.6824956,0,1,0,0,0,0,0,0,0,0,14644.50616,12.66350088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,14644.50616,1.336499119,1,0,11.64450616
0,0,27.47671527,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,17.43014582,0,1,1,0,0,0,0,0,0,0,15430.14582,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15430.14582,1,1,0,13.21507291
0,1,25.87718269,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,13.67549521,0,1,1,0,0,0,0,0,0,0,10938.59134,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10938.59134,1.061408656,1,0,11.67549521
0,0,35.21234379,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,29.93594671,0,1,0,0,0,0,0,0,0,1,29786.48905,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29786.48905,2.659549635,1,0,21.34045037
0,1,42.80664246,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25.60498184,0,1,1,0,0,0,0,0,0,0,27806.64246,12.29972323,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27806.64246,2.400553538,1,0,9.599446462
0,0,44.72747754,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,32.17167166,0,1,0,0,0,0,0,0,0,0,37929.17915,12.58583583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37929.17915,3,1,0,16.03002995
0,0,25,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,15.11675408,0,1,0,1,0,0,0,0,0,0,22431.47947,12.63959426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22431.47947,1.36040574,1,0,10
0,0,35.29798243,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,24.80334974,0,1,0,0,0,0,0,0,0,0,28952.34095,12.6436239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28952.34095,2.643623902,1,0,17.07986292
0,0,30.34975121,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,20.53409268,0,1,0,1,0,0,0,0,0,0,28592.17074,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,28592.17074,1.563131706,1,0,13.94192194
0,0,42.85673243,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,29.28653515,0,1,0,0,0,0,0,0,0,0,30716.33787,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,30716.33787,3,1,0,22.85673243
0,0,26.47419583,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,11.69548721,0,1,0,1,0,0,0,0,0,0,30316.13055,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,30316.13055,1.06322611,1,0,18.09483917
0,0,26,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0,1,0,1,0,0,0,0,0,0,14424.25299,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14424.25299,1,1,0,19.5575747
0,0,29.69314776,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,20.88551546,0,1,0,0,0,0,0,0,0,0,18193.92782,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18193.92782,3,1,0,9.69314776
0,0,26.62541209,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,15.37788463,0,1,0,0,0,0,0,0,0,0,11876.23627,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11876.23627,2.250824181,1,0,11.86964282
0,0,27.67559705,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,16.35119411,0,1,0,0,0,0,0,1,0,0,14909.72646,12.44146765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14909.72646,1.558532351,1,0,10.44146765
0,1,26.58182836,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,14.16365671,0,1,0,0,0,0,0,1,0,0,12357.5995,12.80605721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12357.5995,1.193942786,1,0,10.80605721
0,0,26,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,12.65064517,0,1,0,0,0,0,0,1,0,0,9253.225826,12.30129033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9253.225826,1,1,0,8.205161322
0,0,32.30073261,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,20.82102565,0,1,0,0,0,0,0,0,0,0,20281.66057,11.84009768,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20281.66057,1.840097681,1,0,10.56087913
0,0,41,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,9.248118835,0,1,0,0,0,0,0,1,0,0,35904.84808,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,35904.84808,1.36193923,1,0,23.45709115
0,0,39.39176873,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.750507926,0,1,0,0,0,0,0,0,0,0,32319.61455,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32319.61455,1,1,0,23.57113833
0,0,25.6213521,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17.87572958,0,1,0,0,0,0,0,0,0,1,28881.56623,12.87572958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,28881.56623,1,1,0,9.875729581
0,1,27.15889244,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13.38629748,0,1,0,0,0,0,0,0,0,1,11128.76583,12.74246835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,11128.76583,1,1,0,10.61370252
0,1,27.29355627,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,14.29355627,0,1,1,0,0,0,0,0,0,0,11000,12.81520625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14695.87507,1.923968767,1.369587507,0.369587507,11.92396877
0,1,31.73409219,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18.73409219,0,1,0,1,0,0,0,0,0,0,11000,12.18084397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27383.12054,5.095780135,2.638312054,1.638312054,15.09578013
0,0,26.94102677,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10.1769197,0,1,0,0,0,0,0,0,0,1,8176.919703,12.05897323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8176.919703,1.941026766,1,0,11.94102677
0,0,32.9574696,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,19.78727149,0,1,0,0,0,0,0,0,0,1,21617.07338,12.42553354,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21617.07338,2.425533543,1,0,15.82980189
0,0,26.3962314,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,16.15100818,0,1,0,0,0,0,0,1,0,0,17528.39657,12.2075372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,42887.20607,4.566082586,2.188694195,1.188694195,13.66029762
0,0,26.13566367,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,12.76362768,0,1,0,0,0,0,0,1,0,0,12577.60968,12.72867267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21260.0844,2.220973007,1.406991002,0.406991002,17.82938132
0,0,28.09449513,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,22.58257304,0,1,0,0,0,0,0,0,0,1,10566.97078,12.09449513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10566.97078,2,1,0,7.188990261
0,0,39.78649673,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,30.57299347,0,1,0,0,0,0,0,0,0,1,37572.99347,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,37572.99347,2.898874728,1,0,19.78649673
0,0,32.13335093,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,22.96669526,0,1,0,0,0,0,1,0,0,0,33233.39711,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33233.39711,1,1,0,19.43335753
0,0,28.52710435,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,24.17570145,0,1,0,0,0,0,0,0,0,0,12635.52177,12.08785073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12635.52177,1.912149274,1,0,8.317760886
0,0,29.16405705,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,17.67968792,0,1,0,1,0,0,0,0,0,0,30000,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,30000,1.320312081,1,0,11.28124832
0,0,28.42443747,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,12.21221873,0,1,0,0,0,0,0,0,0,0,14040.72911,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14040.72911,1.202036456,1,0,18.78778127
0,0,41.7654369,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,19.22213579,0,1,0,0,1,0,0,0,0,0,16730.71823,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,22854.21343,2.2345631,1.7654369,0.7654369,16.4073786
0,0,36.41696369,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15.9852417,0,1,0,0,1,0,0,0,0,0,16299.64357,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,21672.33237,1.671586099,1.671586099,0.671586099,13.3579305
0,0,39.36227251,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8.173181964,0,1,0,0,0,0,0,1,0,0,14881.81841,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,14881.81841,1,1,0,19.82681804
0,1,35.56774506,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.810751645,0,1,0,0,0,0,0,0,0,0,10000,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10000,1,1,0,21.59462418
0,1,26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11.6035267,0,1,0,0,1,0,0,0,0,0,6810.580098,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6810.580098,1.69823665,1,0,19.3788398
0,0,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,11,0,1,0,0,1,0,0,0,0,0,7501.005684,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7501.005684,1.499798863,1,0,21.49939659
0,0,26.71781326,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,14.14850121,0,1,0,0,0,0,0,0,0,1,11000,12.85643735,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11000,2.292063859,1,0,10.28218674
0,1,29.13351041,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,22.86648959,0,1,0,0,0,0,0,0,0,1,10377.8368,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10377.8368,5.022694418,1,0,6.622163198
0,0,25.97728311,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,9.204452034,0,1,0,0,0,0,0,0,0,1,6545.205424,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6545.205424,1.977283107,1,0,21.72739729
0,1,26,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10.30954966,0,1,1,0,0,0,0,0,0,0,7636.937074,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7636.937074,1.672612585,1,0,18.39873844
0,1,28.73570456,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,21.42503402,0,1,0,1,0,0,0,0,0,0,11103.55685,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11103.55685,1.877382573,1,0,6.50953029
0,1,29.93586588,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,17.22446942,0,1,0,0,0,0,0,0,0,0,12903.79882,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12903.79882,1.677355686,1,0,5.709422746
0,0,30.16083565,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,16.20104456,0,1,0,0,0,0,0,0,0,0,8439.686632,11.95979109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12080.41782,2.040208912,1.520104456,0.520104456,12.71853762
0,1,27.63403842,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,14.63403842,0,1,1,0,0,0,0,0,0,0,10182.98079,12.5914904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11612.76441,1.408509604,1.204254802,0.204254802,9.97872599
0,0,28.99726262,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,15.39598518,0,1,0,0,0,0,0,0,0,0,15994.52524,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15994.52524,9.401459936,1,0,17.79927003
0,0,40.15710645,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,31.76375612,0,1,0,0,0,0,0,0,0,0,38314.21289,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38314.21289,3.449543228,1,0,20.77522839
0,1,27.16803565,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,13.18446339,0,1,0,0,0,0,0,0,0,0,9168.035646,12.83196435,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9168.035646,2,1,0,18.64750096
0,0,26.33661077,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,13.32186231,0,1,0,0,1,0,0,0,0,0,15965.58694,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,15965.58694,1.668305384,1,0,17.35135922
0,0,27.54551923,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16.86379808,0,1,1,0,0,0,0,0,0,0,29546.23079,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,29546.23079,1,1,0,21.04587501
0,0,25.89632959,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,18,0,1,0,0,0,0,1,0,0,0,31493.88265,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,31493.88265,1,1,0,14.18287143
0,0,28.09993535,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,21.76420721,0,1,0,1,0,0,0,0,0,0,36642.71861,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,36642.71861,1,1,0,10.44284791
0,0,40.97913627,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33.02086373,0,1,0,1,0,0,0,0,0,0,40208.63729,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40208.63729,2.979136271,1,0,20.90611322
0,0,32.87751708,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,15.13053758,0,1,0,0,0,0,0,0,0,0,14008.05467,12.18775171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14008.05467,3.812248292,1,0,13.68976537
0,1,30.19653665,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,14.48167454,0,1,0,0,0,0,0,0,0,1,8535.642236,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8535.642236,3.464357764,1,0,10.66089441
0,0,25.65559977,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,20.45849915,0,1,0,0,0,0,0,0,0,1,29918.05003,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,29918.05003,1,1,0,11.1472996
0,0,31.4058568,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,39.57381451,0,1,0,0,0,0,0,0,0,0,24673.03988,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24673.03988,1,1,0,23.08906103
0,1,26.560686,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,17.52308699,0,1,0,0,0,0,0,0,0,0,11439.314,12.719657,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11439.314,1.280342999,1,0,14.19657001
0,1,26,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,13.35113062,0,1,0,0,0,0,0,1,0,0,11175.56531,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11175.56531,1,1,0,12.05339185
0,0,29.09101278,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,10.11685349,0,1,0,0,0,0,0,0,0,1,13532.58604,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13532.58604,3.649439529,1,0,20.88314651
0,0,29.99505768,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,9.858554948,0,1,0,0,0,0,0,0,0,0,14565.78021,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14565.78021,4.424335157,1,0,21.14144505
0,0,36.80834805,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,29.18940732,0,1,0,0,0,0,0,0,0,1,29330.3405,12.61894073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,29330.3405,2.237881464,1,0,17.57046659
0,1,28.51829108,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,23.74085446,0,1,0,0,0,0,0,0,0,1,10518.29108,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10518.29108,1.740854459,1,0,8.295727706
0,0,32.33467443,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,18.3772631,0,1,0,0,0,0,0,0,0,0,26460.4288,11.9168343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,26460.4288,2.458417152,1,0,11.79309158
0,1,25.04940416,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,6.345829134,0,1,1,0,0,0,0,0,0,0,14802.38335,11.09880832,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14802.38335,1.950595838,1,0,4.345829134
0,0,26,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11.61648006,0,1,0,0,0,0,0,0,0,0,10616.48006,12.79450665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10616.48006,1.205493353,1,0,17.32858641
0,0,32.85286873,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,22.68030039,0,1,0,0,0,0,0,0,0,0,25335.16371,12.45685792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,25335.16371,2.456857915,1,0,13.39601081
0,0,34.33731271,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,29.66865635,0,1,0,0,0,0,0,0,0,0,30005.96906,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30005.96906,2.629850706,1,0,18.03880565
0,1,23.24813275,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,23.09017992,0,1,0,0,0,0,0,0,0,1,12834.57817,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12834.57817,1.917289083,1,0,12.83457817
0,0,26.2497799,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10.87511005,0,1,0,0,0,0,0,0,0,1,10874.22966,12.87511005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10874.22966,1.124889951,1,0,18.37643064
0,0,26.61791215,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,13.68556761,0,1,0,1,0,0,0,0,0,0,22989.04736,12.46069595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22989.04736,1.539304049,1,0,8.382087852
0,1,26.4549395,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,12.3648185,0,1,0,0,0,0,0,0,0,1,13184.57649,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13184.57649,1,1,0,21.819758
0,0,37.43984344,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,28.16835895,0,1,0,0,0,0,0,0,0,1,34151.17136,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34151.17136,2.491406206,1,0,21.76289069
0,1,28.38133113,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,15.18288687,0,1,0,0,0,0,0,0,0,0,13778.21965,12.80155574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18739.32618,1.595332783,1.198444261,0.198444261,11.39688852
0,0,32.12592127,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17.63641471,0,1,0,0,0,0,0,0,0,0,17657.40159,12.48950656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,30419.73758,2.531480318,1.510493439,0.510493439,16.42654592
0,0,41.15369562,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,32.43644939,0,1,0,0,0,0,0,0,0,0,39308.36971,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,39308.36971,2.948768126,1,0,21.05123187
0,0,41.02152389,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,32.92107908,0,1,0,0,0,0,0,0,0,0,39903.14251,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39903.14251,2.992825371,1,0,21.00717463
0,1,33.81499563,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18.47049694,0,1,0,0,0,0,0,0,0,1,7874.001749,11.43700087,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,7874.001749,1,1,0,4.748003498
0,0,32.12573389,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.29558798,0,1,0,0,0,0,0,0,0,1,15100.73823,11.70441202,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,15100.73823,1,1,0,5.465442069
0,1,33.59114835,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.204425826,0,1,0,0,0,0,0,0,0,1,6963.540661,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6963.540661,2.518229669,1,0,15.44531099
