标的状态.还清,性别.女,年龄,学历.高中及以下,学历.研究生及以上,婚姻.已婚,婚姻.未婚,公司性质.民企,公司性质.单位,公司性质.其他,公司性质.优企,公司性质.外企,公司规模.100.500人,公司规模.10人以下,公司规模.500人以上,工作时间.1.3年,工作时间.1年以内,工作时间.3.5年,工作时间.无,投资人次,标的类型.实地认证标,标的类型.信用认证标,借款性质.个人消费,借款性质.购车购房,借款性质.婚礼筹备,借款性质.教育培训,借款性质.其他借款,借款性质.投资创业,借款性质.医疗支出,借款性质.装修借款,标的总额,年利率,期限.12个月,期限.13个月,期限.14个月,期限.15个月,期限.16个月,期限.18个月,期限.20个月,期限.21个月,期限.23个月,期限.24个月,期限.30个月,期限.36个月,期限.3个月,期限.48个月,期限.6个月,期限.8个月,期限.9个月,收入.5000元以下,收入.5000.10000元,收入.20000.50000元,收入.50000元以上,房产.TRUE,房贷.TRUE,车产.TRUE,车贷.TRUE,借款总额,申请借款,成功借款,还清笔数,逾期次数
1,0,36,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,25200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,46200,2,2,2,0
1,0,50,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,49,1,0,1,0,0,0,0,0,0,0,55400,11.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,55400,1,1,0,0
1,1,39,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,19,1,0,0,0,0,0,0,0,0,0,47400,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,47400,1,1,0,0
1,0,40,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,59000,11.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,59000,1,1,0,0
1,0,29,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,23,1,0,0,0,0,0,0,0,0,0,30700,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,30700,1,1,1,0
1,0,31,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,16,0,1,0,0,0,0,0,0,0,1,13200,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,24200,3,2,2,4
1,0,38,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,79,1,0,0,0,0,0,0,0,0,0,48600,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,48600,1,1,1,0
1,0,36,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,306,1,0,1,0,0,0,0,0,0,0,218500,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,218500,1,1,0,0
1,0,25,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,39,1,0,0,0,0,0,0,0,0,0,84100,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,84100,1,1,0,0
1,1,44,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,30000,11.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,30000,1,1,1,0
1,1,40,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,117,1,0,0,0,0,0,0,0,0,0,103100,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,103100,1,1,1,0
1,0,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,68,1,0,1,0,0,0,0,0,0,0,168500,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,168500,1,1,1,0
1,0,33,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,59,1,0,1,0,0,0,0,0,0,0,90100,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,90100,1,1,1,0
1,0,32,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,117,1,0,0,0,0,0,0,0,0,0,148500,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,148500,1,1,1,0
1,0,23,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,535,1,0,1,0,0,0,0,0,0,0,82900,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,82900,1,1,1,0
1,1,29,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,109,1,0,1,0,0,0,0,0,0,0,96600,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,96600,1,1,1,0
1,0,25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,7,0,1,1,0,0,0,0,0,0,0,6000,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6000,1,1,1,8
1,0,30,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,160,1,0,0,0,0,0,0,0,0,0,64400,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,64400,1,1,0,0
1,1,43,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,76600,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,170000,2,2,1,0
1,0,26,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,90,1,0,1,0,0,0,0,0,0,0,78500,12.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,78500,1,1,0,0
1,1,30,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,279,1,0,1,0,0,0,0,0,0,0,89300,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,89300,1,1,1,0
1,1,42,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,79,1,0,0,0,0,0,0,0,0,0,167500,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,701000,5,5,4,0
1,0,41,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,24,1,0,0,0,0,0,0,0,0,0,37700,10.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,37700,1,1,1,0
1,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28,1,0,0,0,0,0,0,0,0,0,55300,9.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,55300,1,1,1,0
1,1,28,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,19,1,0,1,0,0,0,0,0,0,0,27800,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27800,1,1,1,0
1,0,44,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,36,1,0,1,0,0,0,0,0,0,0,29100,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,29100,1,1,1,0
1,0,48,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,75,1,0,0,0,0,0,0,0,0,0,91500,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,91500,1,1,1,0
1,1,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,14,0,1,0,0,0,0,0,0,0,1,17000,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,51000,4,3,3,7
1,0,43,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,94,1,0,1,0,0,0,0,0,0,0,88000,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,88000,1,1,0,0
1,0,25,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,6000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12000,2,2,2,3
1,0,30,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,15600,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28600,2,2,2,1
1,1,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,30,1,0,0,0,0,0,0,0,0,0,47400,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,47400,1,1,1,0
1,0,28,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,11,0,1,0,1,0,0,0,0,0,0,7000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7000,9,1,1,0
1,1,32,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,35,1,0,1,0,0,0,0,0,0,0,42000,11.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42000,1,1,1,0
1,0,25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,92,1,0,1,0,0,0,0,0,0,0,102600,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,102600,1,1,0,0
1,1,39,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,43,0,1,0,0,0,0,0,0,0,0,40000,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,40000,2,1,1,0
1,0,26,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,30,0,1,0,0,0,0,0,1,0,0,9000,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19800,2,2,2,5
1,0,44,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,146,1,0,0,0,0,0,0,0,0,0,79800,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,79800,1,1,1,0
1,1,27,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,115,1,0,1,0,0,0,0,0,0,0,95800,11.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,95800,1,1,0,0
1,1,27,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,441,1,0,1,0,0,0,0,0,0,0,189500,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,189500,1,1,1,0
1,0,23,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,28,1,0,1,0,0,0,0,0,0,0,79100,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,79100,1,1,0,0
1,1,27,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,87,1,0,0,0,0,0,0,0,0,0,40000,10.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,1,1,1,0
1,0,35,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,50000,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1,1,1,0
1,0,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,5000,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,12000,7,2,2,0
1,1,30,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,31,1,0,0,0,0,0,1,0,0,0,45600,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,45600,1,1,1,0
1,0,35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,172,1,0,1,0,0,0,0,0,0,0,74900,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,74900,1,1,0,0
1,0,23,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,52,1,0,0,0,0,0,0,0,0,0,78500,12.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,78500,1,1,1,0
1,0,38,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,98,1,0,1,0,0,0,0,0,0,0,57400,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88900,2,2,1,0
1,1,30,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,57,1,0,0,0,0,0,0,0,0,0,87400,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,87400,1,1,0,0
1,0,35,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,19,0,1,0,1,0,0,0,0,0,0,14000,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14000,1,1,1,1
1,0,33,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,44300,9.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44300,1,1,0,0
1,0,52,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,76,1,0,1,0,0,0,0,0,0,0,45200,11.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,45200,1,1,0,0
1,0,49,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,216,1,0,0,0,0,0,0,0,0,0,116400,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,116400,1,1,1,0
1,1,36,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,140,1,0,1,0,0,0,0,0,0,0,110700,11.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,110700,1,1,0,0
1,0,51,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,36,1,0,0,0,0,0,0,0,0,0,47500,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,47500,1,1,1,0
1,0,33,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,5000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25000,7,5,5,7
1,0,50,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,61700,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,61700,1,1,0,0
1,1,37,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,120,1,0,0,0,0,0,1,0,0,0,120000,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,120000,1,1,0,0
1,0,23,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,15,1,0,0,0,0,0,0,1,0,0,47500,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,47500,1,1,0,0
1,0,35,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,53,1,0,0,0,0,0,0,0,0,0,59800,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,59800,1,1,1,0
1,0,30,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,1,8000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,16000,3,2,2,0
1,0,49,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,50,1,0,0,0,0,0,0,0,0,0,206000,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206000,1,1,0,0
1,1,25,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,15600,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15600,1,1,1,0
1,0,31,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,1,0,0,0,0,1,0,0,0,15000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,33000,7,2,2,2
1,1,28,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,268,1,0,1,0,0,0,0,0,0,0,70400,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,70400,1,1,1,0
1,0,31,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,13,0,1,0,1,0,0,0,0,0,0,25200,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46200,2,2,1,1
1,0,42,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,174,1,0,1,0,0,0,0,0,0,0,47800,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,77800,2,2,2,0
1,0,30,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,47,1,0,0,0,0,0,1,0,0,0,41500,11.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,41500,1,1,0,0
1,0,34,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,6,1,0,1,0,0,0,0,0,0,0,30000,11.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30000,1,1,1,0
1,0,33,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,147000,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,147000,1,1,1,0
1,0,37,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,55,1,0,1,0,0,0,0,0,0,0,56700,11.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56700,1,1,0,0
1,1,33,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,5000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11000,4,2,2,1
1,0,34,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,9000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,18000,2,2,2,3
1,1,28,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,110,1,0,0,0,0,0,0,0,0,0,158500,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,158500,1,1,0,0
1,0,34,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,23,1,0,0,0,0,0,0,0,0,0,47500,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,47500,1,1,1,0
1,0,53,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,147,1,0,0,0,0,0,0,0,0,0,68500,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,68500,1,1,0,0
1,1,46,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,86,1,0,0,0,0,0,0,0,0,0,29100,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29100,1,1,0,0
1,1,29,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,16,0,1,0,0,0,0,0,0,0,0,5000,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20000,11,4,4,0
1,0,31,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,13800,9.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13800,1,1,1,0
1,0,40,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,105,1,0,1,0,0,0,0,0,0,0,122000,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122000,1,1,1,0
1,0,43,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,16,1,0,1,0,0,0,0,0,0,0,82300,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,82300,1,1,0,0
1,0,48,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,130,1,0,1,0,0,0,0,0,0,0,96600,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,96600,1,1,1,0
1,0,29,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,9,0,1,0,0,0,0,0,0,0,1,14000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14000,1,1,1,0
1,0,31,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,466,1,0,1,0,0,0,0,0,0,0,113900,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,113900,1,1,1,0
1,1,28,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,34,1,0,0,0,0,0,0,0,0,0,61700,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,61700,1,1,1,0
1,0,33,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,36,0,1,0,0,1,0,0,0,0,0,12000,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12000,1,1,1,1
1,0,57,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,30,1,0,1,0,0,0,0,0,0,0,216000,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,302500,2,2,0,0
1,1,38,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,22,1,0,0,0,0,0,0,0,0,0,47500,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,47500,1,1,0,0
1,0,38,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,32,1,0,1,0,0,0,0,0,0,0,47500,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,47500,1,1,1,0
1,1,32,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,14,0,1,0,0,0,0,0,0,0,1,20400,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37400,4,2,1,1
1,0,60,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,59,1,0,1,0,0,0,0,0,0,0,117600,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,117600,1,1,0,0
1,1,37,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,40,1,0,0,0,0,0,0,0,0,0,121000,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,121000,1,1,0,0
1,0,30,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,51,1,0,1,0,0,0,0,0,0,0,94200,12.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,94200,1,1,1,0
1,0,34,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,43300,10.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,43300,1,1,1,0
1,0,25,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,5000,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15000,5,3,3,3
1,1,46,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,82,1,0,1,0,0,0,0,0,0,0,70100,9.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70100,1,1,0,0
1,0,32,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0,0,10000,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,20000,8,2,2,6
1,0,32,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,50000,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50000,1,1,1,0
1,0,29,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,63,1,0,0,0,0,0,0,0,0,0,83800,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,83800,1,1,0,0
1,0,25,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,239,1,0,1,0,0,0,0,0,0,0,74300,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,74300,1,1,1,0
1,1,26,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,132,1,0,1,0,0,0,0,0,0,0,79600,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79600,1,1,0,0
1,0,33,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,1,14400,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,38400,5,3,3,3
1,1,51,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,175,1,0,1,0,0,0,0,0,0,0,94200,12.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,94200,1,1,1,0
1,0,39,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,101,1,0,0,0,0,0,0,0,0,0,136000,12.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,248400,3,3,1,0
1,0,35,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,125,1,0,1,0,0,0,0,0,0,0,60700,10.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,60700,1,1,1,0
1,0,53,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,48,1,0,0,0,0,0,0,0,0,0,62700,9.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,62700,1,1,0,0
